기업명,기업구분,모집분야,모집인원,고용형태,직급/직책,급여,근무시간,근무지주소,경력,학력,우대조건,스킬,핵심역량,기업URL,domain_id,domain_name,_matched_master_skills
한패스㈜,,모집분야 이상거래탐지 FDS 모니터 Anti-Fraud,○명,계약직 | (근무기간 1년),면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 성동구 아차산로 92 (성수동2가, STOWER) | 지도보기",,학력무관,"통계분석·리서치 능숙자, 유관업무 경험자(인턴·알바), 유관업무 경력자","MSSQL, MySQL, SQL, SQLite, Excel, 비즈니스영어, 컴퓨터활용능력",,https://www.jobkorea.co.kr/Recruit/GI_Read/48682440?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"MSSQL, MySQL, SQL"
고려신용정보㈜,,모집분야 서버/인프라,1명,정규직 | (수습 3개월),팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 서초구 서초대로 353 (서초동, 서초동업무시설) 유니온빌딩 | 지도보기",(3년이상),초대졸이상,"국가유공자, 인근거주자, 고용촉진지원금 대상자, 취업보호대상자, 보훈대상자, 유관업무 경력자 | 정보통신공학과, 컴퓨터공학과, 응용소프트웨어공학과","AIX, Linux",,https://www.jobkorea.co.kr/Recruit/GI_Read/48682062?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,Linux
라이나생명보험,,모집분야 데이터 분석 및 고객서비스 기획자,○명,정규직 | (수습 3개월),과장~차장급 | 팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 17:00,"서울 종로구 삼봉로 48 (청진동, 라이나타워) | 지도보기",(3년이상),대졸이상,,MSSQL,,https://www.jobkorea.co.kr/Recruit/GI_Read/48681906?rPageCode=SL&logpath=21&sn=6&sc=612,10002,금융은행업,MSSQL
인카금융서비스㈜,,"모집분야 AI 플랫폼 기획자, AI 데이터 엔지니어, AI 엔지니어",○명,"계약직 | (근무기간 1년, 정규직 전환 가능, 1년 계약직(수습기간 3개월 포함) 이후 정규직 협의)",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 휴게 1시간,서울특별시 성동구 아차산로 33 (성수동1가) | 지도보기,(3년이상),학력무관,"장애인, 보훈대상자, 석사학위 수여자","Pandas, Python, Pytorch, Spark, SQL, Tensorflow, Excel, Figma, PowerPoint, DW, ETL, Konlpy, Numpy, RAG, NLP, Llama, Gemini, AI Agent",,https://www.jobkorea.co.kr/Recruit/GI_Read/48680986?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"Pandas, Python, PyTorch, SQL, TensorFlow, NumPy, RAG"
위루트파이낸셜㈜,,모집분야 PG사 주니어 웹개발자 모집,1명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 금천구 디지털로9길 99 (가산동, 스타밸리) 1013호 | 지도보기",신입·경력,학력무관,컴퓨터공학부,"AWS, Git, JAVA, JPA, Jquery, RDBMS, React, Spring Boot, SQL, Thymeleaf",,https://www.jobkorea.co.kr/Recruit/GI_Read/48679203?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"AWS, Git, Java, JPA, jQuery, RDBMS, React, Spring Boot, SQL"
㈜카카오페이손해보험,,모집분야 Backend Engineer,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00 | 탄력근무제,"경기 성남시 분당구 판교역로 152 (백현동, 알파돔타워) 4층 | 지도보기",(5년이상),학력무관,,"AWS, Docker, JAVA, Javascript, Jenkins, Jira, kubernetes, Python",,https://www.jobkorea.co.kr/Recruit/GI_Read/48667156?rPageCode=SL&logpath=21&sn=6&sc=612,10002,금융은행업,"AWS, Docker, Java, JavaScript, Jenkins, Kubernetes, Python"
㈜카카오페이손해보험,,모집분야 DevOps Engineer,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00 | 탄력근무제,"경기 성남시 분당구 판교역로 152 (백현동, 알파돔타워) 4층 | 지도보기",(3년이상),학력무관,,"AWS, Jenkins, kubernetes, Ansible, GitHub, TerraForm, IaC, DevOps, argoCD, public cloud",,https://www.jobkorea.co.kr/Recruit/GI_Read/48667110?rPageCode=SL&logpath=21&sn=6&sc=612,10002,금융은행업,"AWS, Jenkins, Kubernetes, Ansible, GitHub, Terraform"
키스자산평가㈜,,[KIS자산평가] 각 부문별 경력 채용 공고,○명,정규직 | (수습 3개월),"사원급, 주임~대리급, 과장~차장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 영등포구 여의대로 70 (여의도동, ONECENTINEL) 15층 키스자산평가 | 지도보기",,대졸이상,,"C, C++, Python, SQL",,https://www.jobkorea.co.kr/Recruit/GI_Read/48664023?rPageCode=SL&logpath=21&sn=6&sc=612,10002,금융은행업,"C, C/C++, Python, SQL"
주식회사 KB손해보험,,[KB손해보험] 2026년 AI디지털혁신 및 다이렉트마케팅 경력사원 공개채용,○명,정규직,,회사 내규에 따름,주5일(월~금),"서울 강남구 테헤란로 117 (역삼동, KB손해보험빌딩) . | 지도보기","(3년이상, 직무별 상이/상세요강 참고)",학력무관,"유관업무 경험자(인턴·알바), 보훈대상자, 관련 학과 전공자, 유관업무 경력자","Flask, Python, ERP, Amplitude, AppsFlyer, FastAPI",,https://www.jobkorea.co.kr/Recruit/GI_Read/48661826?rPageCode=SL&logpath=21&sn=6&sc=612,10002,금융은행업,"Flask, Python, FastAPI"
㈜비바리퍼블리카,,모집분야 AML Monitoring Specialist,○명,계약직 | (근무기간 12개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 강남구 테헤란로 142 (역삼동, 캐피탈타워) 12층, 아크플레이스 | 지도보기",(1년이상),학력무관,,SQL,,https://www.jobkorea.co.kr/Recruit/GI_Read/48656700?rPageCode=SL&logpath=21&sn=6&sc=612,10002,금융은행업,SQL
㈜에즈금융서비스,,모집분야 전산팀장 경력직 채용,1명,정규직 | (수습 3개월),면접 후 결정 | 팀장/매니저/실장,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 영등포구 국회대로50길 20 (영등포동7가, 포레나영등포센트럴) 103동 16층 | 지도보기",(15년이상),학력무관,,"JAVA, Javascript, Jquery, MariaDB, Node.js, PHP, Python, Redis, Linux",,https://www.jobkorea.co.kr/Recruit/GI_Read/48651337?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"Java, JavaScript, jQuery, MariaDB, Node.js, PHP, Python, Redis, Linux"
서울평가정보㈜,,모집분야 AI 개발자,○명,정규직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 영등포구 국회대로70길 23 (여의도동, 용산빌딩) | 지도보기",(5년이상),대졸이상,"관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자(5년)","AWS, Python, Pytorch, Restful API, RAG, 프롬프팅, MLOps, ChatGPT, Llama, AI Agent",,https://www.jobkorea.co.kr/Recruit/GI_Read/48650966?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"AWS, Python, PyTorch, REST API, RAG"
비엔케이신용정보,,"모집분야 IT개발 및 시스템 운영, 유지보수",○명,"계약직 | (근무기간 1년, 정규직 전환 가능)",면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"부산 동구 범일로 92 (범일동, (주)부산은행) 5층 | 지도보기",(1년이상),학력무관,"컴퓨터활용능력 우수자, 문서작성 우수자","Javascript, OracleDB, xPlatform",,https://www.jobkorea.co.kr/Recruit/GI_Read/48649597?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,JavaScript
㈜코리아피디에스,,모집분야 국제 원자재/상품 시장 Analyst 모집,○명,"정규직 | (수습 3개월) | , | 병역특례 | (전문연구요원)",팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 08:00 ~ 17:30,"서울 마포구 양화로 93 (서교동, (주)우리은행서교동지점) 2층 | 지도보기",경력무관,대졸이상,"MBA학위 수여자, 병역특례, 영어가능자, 중국어가능자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 석사학위 수여자, 박사학위 수여자","Python, Excel, PowerPoint, 워드, Ai, 통계","성실성, | 협동심, | 메타인지, | 성장지향성, | 성취지향성, | 꼼꼼함, | 창의성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48646097?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,Python
㈜에즈금융서비스,,모집분야 마케팅본부 콘텐츠마케팅 담당,1명,정규직 | (수습 3개월),"사원급, 주임~대리급, 과장~차장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 영등포구 국회대로50길 20 (영등포동7가, 포레나영등포센트럴) | 지도보기",경력무관,초대졸이상,,"Google Analytics, Amplitude",,https://www.jobkorea.co.kr/Recruit/GI_Read/48630018?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,Google Analytics
㈜애큐온저축은행,,모집분야 AI 개발자,○명,정규직,팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 강남구 선릉로 514 (삼성동, 성원빌딩) 7층 애큐온저축은행 | 지도보기",경력무관,대졸이상,보훈대상자,"Restful API, RAG, AI Agent, SLLM, Claude code, Codex, Antigravity",,https://www.jobkorea.co.kr/Recruit/GI_Read/48622153?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"REST API, RAG"
㈜이나인페이,,모집분야 개발자,1명,정규직 | (수습 3개월),팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 관악구 남부순환로 1793 (봉천동, 백광빌딩) 9층 | 지도보기",(3년이상),초대졸이상,,"API, JAVA, JPA, MySQL, Oracle, PostgreSQL, RDBMS, RestAPI, Spring Boot",,https://www.jobkorea.co.kr/Recruit/GI_Read/48620880?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"API, Java, JPA, MySQL, Oracle, PostgreSQL, RDBMS, Spring Boot"
바움피엔에스㈜,,모집분야 Backend Developer,○명,정규직 | (수습 3개월),,회사 내규에 따름,주5일(월~금) | 09:30 ~ 18:00,"인천 연수구 인천타워대로 323 (송도동, 송도센트로드) A동 2907-09호 | 지도보기",(5년이상),학력무관,,"Docker, Git, JAVA, JPA, Kotlin, kubernetes, MyBatis, Spring Boot, DataGrip, IntelliJ",,https://www.jobkorea.co.kr/Recruit/GI_Read/48599221?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"Docker, Git, Java, JPA, Kotlin, Kubernetes, MyBatis, Spring Boot"
고려신용정보㈜,,모집분야 IT 업무개발 및 운영,1명,정규직 | (수습 3개월),팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 서초구 서초대로 353 (서초동, 서초동업무시설) 유니온빌딩 | 지도보기",(3년이상),초대졸이상,"국가유공자, 인근거주자, 고용촉진지원금 대상자, 취업보호대상자, 보훈대상자, 유관업무 경력자 | 정보통신공학과, 컴퓨터공학과, 응용소프트웨어공학과","JAVA, Jeus, JSP, Oracle, Linux, XFrame",,https://www.jobkorea.co.kr/Recruit/GI_Read/48597165?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"Java, JSP, Oracle, Linux"
고려신용정보㈜,,모집분야 RPA,1명,정규직 | (수습 3개월),팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 서초구 서초대로 353 (서초동, 서초동업무시설) 유니온빌딩 | 지도보기",(1년이상),초대졸이상,"국가유공자, 인근거주자, 고용촉진지원금 대상자, 취업보호대상자, 보훈대상자, 유관업무 경력자 | 정보통신공학과, 컴퓨터공학과, 응용소프트웨어공학과","Javascript, Python, RPA, Brity",,https://www.jobkorea.co.kr/Recruit/GI_Read/48591098?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"JavaScript, Python"
㈜리치금융서비스,,모집분야 개발 팀장,1명,"계약직 | (근무기간 12개월, 정규직 전환 가능)",주임~대리급,월급 250~300만원,주5일(월~금) | 10:00 ~ 18:00 | 점심12시~13시,서울 동대문구 난계로30길 59 (신설동) 2층 성문빌딩 | 지도보기,(2년이상),대졸이상,"국가유공자, 해외연수자, 병역특례, 컴퓨터활용능력 우수자, 취업보호대상자, 프리젠테이션 능력우수자, MAC(맥킨토시)능숙자, 문서작성 우수자, 포토샵 능숙자","Google Analytics, Google Optimize","꼼꼼함, | 성장지향성, | 자존감, | 적응성, | 메타인지",https://www.jobkorea.co.kr/Recruit/GI_Read/48588105?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"Google Analytics, Google Optimize"
㈜비바리퍼블리카,,모집분야 Data Analyst,1명,정규직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00,서울 강남구 역삼동 647-9 한국지식재산센터 13층 | 지도보기,경력무관,학력무관,,"Python, SQL, Tableau, Amplitude",,https://www.jobkorea.co.kr/Recruit/GI_Read/48584915?rPageCode=SL&logpath=21&sn=6&sc=612,10002,금융은행업,"Python, SQL, Tableau"
한국간편결제진흥원,,모집분야 백엔드 개발자,○명,계약직 | (근무기간 1년),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,서울 중구 장충단로 166 (장충동1가) 5층 | 지도보기,(10년이상),초대졸이상,,"JAVA, RDBMS, Spring Framework",,https://www.jobkorea.co.kr/Recruit/GI_Read/48583845?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"Java, RDBMS, Spring"
㈜나모펀딩,,모집분야 AWS 백엔드 개발자,○명,"정규직 | (수습 3개월) | , | 계약직 | (근무기간 3개월, 정규직 전환 가능)",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | (부분 탄력근무제) 출근 08:00 ~ 09:20 / 퇴근 17:00 ~ 18:20,"서울 송파구 올림픽로 86 (잠실동, 로이타워) 7층 | 지도보기",(3년이상),초대졸이상 | (졸업예정자 가능),"유관업무 경력자(3년) | 컴퓨터.전자시스템공학부, 컴퓨터공학계열","API, JAVA, RestAPI, DBMS, GitHub","성실성, | 꼼꼼함, | 윤리의식, | 성장지향성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48554820?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"API, Java, DBMS, GitHub"
주식회사 에스아이엠지,,모집분야 ICT 매니저,○명,정규직 | (수습 3개월),사원급 | 팀원,회사 내규에 따름 (면접 후 결정),주4일 | 09:00 ~ 18:00,"경기 과천시 과천대로7길 33 (갈현동, 디테크타워과천) B동 1201호 | 지도보기",신입,초대졸이상 | (졸업예정자 가능),"인근거주자, 컴퓨터활용능력 우수자, 문서작성 우수자, 유관업무 경력자, 즉시출근 가능자, 장기근무 가능자","API, AWS, Git, JAVA, MySQL, Node.js, PostgreSQL, ReactJS, Next.js, nCloud","성실성, | 꼼꼼함, | 성장지향성, | 자존감, | 적응성, | 협동심, | 성취지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48550703?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"API, AWS, Git, Java, MySQL, Node.js, PostgreSQL, React, Next.js"
페이마㈜,,"모집분야 웹퍼블리셔, 웹디자인 채용",○명,정규직 | (수습 3개월),"주임~대리급, 과장~차장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 마포구 만리재로 15 (공덕동, 제일빌딩) 905호 | 지도보기",(2년이상),학력무관,시각디자인과(인문),"CSS, HTML5, Javascript, Jquery, Thymeleaf","성장지향성, | 계획성, | 성실성, | 적응성, | 협동심",https://www.jobkorea.co.kr/Recruit/GI_Read/48544992?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"CSS, JavaScript, jQuery"
㈜인피니티익스체인지코리아,,모집분야 백엔드 개발자,○○명,정규직 | (수습 3개월),"사원급, 주임~대리급, 과장~차장급 | 팀원",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 10:00 ~ 19:00 선택적 근무 가능,"서울 강남구 테헤란로 116 (역삼동, 동경빌딩) 12층 | 지도보기",(5년이상),학력무관,"인근거주자, 컴퓨터활용능력 우수자, 유관업무 경력자(5년)","API, AWS, Jira, Kafka, MySQL, Spring Boot, Slack","성실성, | 협동심, | 성취지향성, | 꼼꼼함, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48538105?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"API, AWS, Kafka, MySQL, Spring Boot"
페이마㈜,,모집분야 프론트엔드,○명,정규직 | (수습 3개월),"주임~대리급, 과장~차장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 마포구 만리재로 15 (공덕동, 제일빌딩) 905호 | 지도보기",(2년이상),학력무관,정보처리기사,"CSS, HTML5, Javascript, Jquery, MariaDB, MSSQL, Thymeleaf, SpringBoot, vue","성장지향성, | 계획성, | 성실성, | 적응성, | 협동심",https://www.jobkorea.co.kr/Recruit/GI_Read/48537731?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"CSS, JavaScript, jQuery, MariaDB, MSSQL, Spring Boot, Vue.js"
페이마㈜,,모집분야 백엔드,○명,정규직 | (수습 3개월),"주임~대리급, 과장~차장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 마포구 만리재로 15 (공덕동, 제일빌딩) 905호 | 지도보기",(2년이상),학력무관,정보처리기사,"CSS, HTML5, Javascript, Jquery, MariaDB, MSSQL, Thymeleaf, SpringBoot, vue","성장지향성, | 계획성, | 성실성, | 적응성, | 협동심",https://www.jobkorea.co.kr/Recruit/GI_Read/48537706?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"CSS, JavaScript, jQuery, MariaDB, MSSQL, Spring Boot, Vue.js"
YOUNG TRIUMPH HOLDING LTD.,,모집분야 온라인 평판 관리 및 브랜드 마케팅 전문가,○명,프리랜서,,회사 내규에 따름,주5일(월~금) | 10:00 ~ 19:00 | 탄력근무제,2nd Floor - 940 Blanshard Street Victoria BC,(1년이상),대졸이상,"영어가능자, 중국어가능자, 통계분석·리서치 능숙자, 문서작성 우수자, 관련 자격증 보유자","Google Analytics, Google Optimize, GAIQ 자격",,https://www.jobkorea.co.kr/Recruit/GI_Read/48523718?rPageCode=SL&logpath=21&sn=6&sc=611,10002,금융은행업,"Google Analytics, Google Optimize"
